id,code,knumber,Category,Version,Status,month-year,Notes
,ANZ-Camp-089-24-InternetBanking_Feb10_Matrix,,2,1,3,,
,ANZ-Camp-090-35-LifeGuides,,2,1,3,,
,ANZ-Camp-091-33-InspiredMagazine,,2,1,3,,
,ANZ-Camp-092-20-ATM_Limit,,2,1,3,,
,ANZ-Camp-093-35-LifeGuides_Matrix,,2,1,3,,
,ANZ-Camp-094-33-InspiredMagazine_Matrix,,2,1,3,,
,ANZ-Camp-095-15-FrequentFlyer_Thailand,,2,1,3,,
,ANZ-Camp-096-12-Financial_Tips_Template,,2,1,3,,
,ANZ-Camp-097-30-HILM,,2,1,3,,
,ANZ-Camp-098-00-Netball,,2,1,3,,
,ANZ-Camp-099-00-BusinessDebit,,2,1,3,,
,ANZ-Camp-100-19-Rewards,,2,1,3,,
,ANZ-Camp-101-19-Rewards,,2,1,3,,
,ANZ-Camp-102-00-InspiredMagazineMay,,2,1,3,,
,ANZ-Camp-103-00-InspiredMagazineMay_Matrix,,2,1,3,,
,ANZ-Camp-104-26-HomeInsurance,,2,1,3,,
,ANZ-Camp-105-00-SmallBusinessStartups,,2,1,3,,
,ANZ-Camp-106-40-HomeLoanFlexibility,,2,1,3,,
,ANZ-Camp-107-00-ShanghaiExpo,,2,1,3,,
,ANZ-Camp-108-32-SOFY_Man,,2,1,3,,
,ANZ-Camp-109-32-SOFY_Woman,,2,1,3,,
,ANZ-Camp-110-21-RBS_Yoga,,2,1,3,,
,ANZ-Camp-111-21-RBS_Pool,,2,1,3,,
,ANZ-Camp-112-50-ANZ_Extras,,2,1,3,,
,ANZ-Camp-113-30-ANZ_Extras_Prospect,,2,1,3,,
,ANZ-Camp-114-00-ANZ_Extras_Matrix,,2,1,3,,
,ANZ-Camp-115-00-TD_Monday12July10,,2,1,3,,
,ANZ-Camp-116-00-TD_Tuesday13July10,,2,1,3,,
,ANZ-Camp-117-00-TD_Wednesday14July10,,2,1,3,,
,ANZ-Camp-118-00-TD_Monday26July10,,2,1,3,,
,ANZ-Camp-119-00-TD_Tuesday27July10,,2,1,3,,
,ANZ-Camp-120-00-TD_Wednesday28July10,,2,1,3,,
,ANZ-Camp-121-21-VisaDebit,,2,1,3,,
,ANZ-Camp-122-21-Migrant_VisaDebit,,2,1,3,,
,ANZ-Camp-123-10-SBS,,2,1,3,,
,ANZ-Camp-124-19-Women,,2,1,3,,
,ANZ-Camp-125-30-OIA,,2,1,3,,
,ANZ-Camp-130-22-VisaDebit_Matrix,,2,1,3,,
,ANZ-Camp-127-00-BalanceTransfer1,,2,1,3,,Groceries
,ANZ-Camp-128-00-BalanceTransfer2,,2,1,3,,Petrol
,ANZ-Camp-129-00-BalanceTransfer3,,2,1,3,,House
,ANZ-Camp-137-35-GoMoney_Long,,2,1,3,,
,ANZ-Camp-131-00-Fire_Your_Boss,,2,1,3,,
,ANZ-Camp-132-00-Property_Tracker,,2,1,3,,
,ANZ-Camp-133-15-Travel_Card,,2,1,3,,
,ANZ-Camp-134-00-Travel_Mainbank,,2,1,3,,
,ANZ-Camp-135-00-FX_availability,,2,1,3,,
,ANZ-Camp-136-17-BVD,,2,1,3,,
,ANZ-Camp-137-35-GoMoney_Long,,2,1,3,,
,ANZ-Camp-138-10-GoMoney_David,,2,1,3,,Scheduled in mediabank ANZ-Camp-MB002-40-GoMoney
,ANZ-Camp-139-10-GoMoney_Jill,,2,1,3,,Scheduled in mediabank ANZ-Camp-MB002-40-GoMoney
,ANZ-Camp-140-10-GoMoney_Maddy,,2,1,3,,Scheduled in mediabank ANZ-Camp-MB002-40-GoMoney
,ANZ-Camp-141-10-GoMoney_Mike,,2,1,3,,Scheduled in mediabank ANZ-Camp-MB002-40-GoMoney
,ANZ-Camp-142-16-LRMC-Q1-2010,,2,1,3,,
,ANZ-Camp-143-16-LRMC-Q1-2010-Matrix ,,2,1,3,,
,ANZ-Camp-144-XX-TouchHere,,2,1,3,,
,ANZ-Camp-145-XX-Q2_AZReview,,2,1,3,,
,ANZ-Camp-146-XX-Q2_AZReview_Chinese,,2,1,3,,
,ANZ-Camp-147-XX-Q2_ProgressSaver,,2,1,3,,
,ANZ-Camp-148-XX-Q2_ProgressSaver_Chinese,,2,1,3,,
,ANZ-Camp-149-XX-Q2_BalanceTransfer,,2,1,3,,
,ANZ-Camp-150-XX-Q2_BalanceTransfer_Chinese,,2,1,3,,
,ANZ-Camp-151-30-Boat,,2,1,3,,
,ANZ-Camp-152-30-DestroyYourCards,,2,1,3,,
,ANZ-Camp-153-XX-ChineseNewYear,,2,1,3,,
,ANZ-Camp-154-30-ProgressSaver_TVC,,2,1,3,,
,ANZ-Camp-155-00-BT_TVC,,2,1,3,,
,ANZ-Camp-156-29-SBS ,,2,1,3,,Replacing ANZ-Camp-156-17-SBS (previous version by Mark)
,ANZ-Camp-157-00-Everyone_Deserves_A_Plan,,2,1,3,,
,ANZ-Camp-158-00-Breakfree,,2,1,3,,
,ANZ-Camp-159-00-CashPacks,,2,1,3,,
,ANZ-Camp-160-00-JuniorClub,,2,1,3,,
,ANZ-Camp-161-00-Advantages,,2,1,3,,
,ANZ-Camp-162-00-MostAwardedLender,,2,1,3,,
,ANZ-Camp-163-00-Tony Barber,,2,1,3,,To replace ANZ-Camp-162-00-Most Awarded
,ANZ-Camp-164-00-Home Insurance,,2,1,3,,
,ANZ-Camp-165-00-goMoneyv1,,2,1,3,,
,ANZ-Camp-166-00-50+LifeCover,,2,1,3,,
,ANZ-Camp-167-00-TravelCard_June2011,,2,1,3,,
,ANZ-Camp-168-00-Travel_Mainbank_June2011,,2,1,3,,
,ANZ-Camp-169-00-RBS_Master,,2,1,3,,
,ANZ-Camp-170-00-IBS_Master,,2,1,3,,
,ANZ-Camp-171-00-Staff Offer,,2,1,3,,
,ANZ-Camp-172-00-Frequent Flyer,,2,1,3,,
,ANZ-Camp-173-00-Everyone_Deserves_A_Plan_Matrix,,2,1,3,,
,ANZ-Camp-174-00-RBS_Master_Matrix,,2,1,3,,
,ANZ-Camp-175-00 - Debt-Con,,2,1,3,,
,ANZ-Camp-176-00 - Debt-Con_Matrix,,2,1,3,,
,ANZ-Camp-177-00-Staff Insurance,,2,1,3,,August Staff Banking Campaign
,ANZ-Camp-178-00-Travel_Mainbank_Aug2011,,2,1,3,,Updated to include New Zealand on map
,ANZ-Camp-179-00-Spring Mortgages,,2,1,3,,
,ANZ-Camp-180-00-Spring Mortgages_Matrix,,2,1,3,,
,ANZ-Camp-181-00-goMoneyv2,,2,1,3,,Replaces ANZ-Camp-165-00-goMoneyv1
,ANZ-Camp-182-00-Spring Mortgages_PZ,,2,1,3,,10SEC version for Propsect Zone
,ANZ-Camp-183-00-Small Business AZ Review,,2,1,3,,
,ANZ-Camp-184-00-Small Business AZ Review_Matrix,,2,1,3,,
,ANZ-Camp-185-00-Small Business AZ Review_Prospect,,2,1,3,,
,ANZ-Camp-185-00-Small Business_StaffBankingOffer_Matrix,,2,1,3,,
,ANZ-Camp-186-00-Property Report,,2,1,3,,
,ANZ-Camp-187-00-Property Report_Prospect,,2,1,3,,
,ANZ-Camp-188-00-Insurance-Protect,,2,1,3,,
,ANZ-Camp-189-00-Credit Cards-Festive season,,2,1,3,,
,ANZ-Camp-190-00-Mobile Lenders_Prospect,,2,1,3,,
,ANZ-Camp-191-00-Lunar New Year,,2,1,3,,
,ANZ-Camp-191-00-Lunar New Year_Prospect,,2,1,3,,
,ANZ-Camp-192-00-CashPack2,,2,1,3,,
,ANZ-Brand-001-40-Customer_Charter,,1,1,3,,
,ANZ-Brand-002-31-Wicked,,1,1,3,,
,ANZ-Brand-003-31-Access_Advantage_TVC,,1,1,3,,
,ANZ-Brand-004-20-IPhone _TVC,,1,1,3,,
,ANZ-Brand-005-20-IPhone _TVC-V2,,1,1,3,,
,ANZ-Brand-006-45-Sydney_Festival_2009,,1,1,3,,
,ANZ-Brand-007-30-ANZ_Championship_2009,,1,1,3,,
,ANZ-Brand-008-30-Casting,,1,1,3,,
,ANZ-Brand-009-45-Wicked,,1,1,3,,
,ANZ-Brand-010-30-SmallBusiness,,1,1,3,,
,ANZ-Brand-011-10-Fewer_Fees,,1,1,3,,
,ANZ-Brand-013-08-Animated Logo,,1,1,3,,
,ANZ-Brand-014-24-Lifes Complicated,,1,1,3,,
,ANZ-Brand-015-24-Lifes Complicated_Matrix,,1,1,3,,
,ANZ-Brand-016-62-NewBrandTVC,,1,1,3,,
,ANZ-Brand-017-60-NewBrandTVC_Matrix,,1,1,3,,
,ANZ-Brand-018-48-MortgagesTVC,,1,1,3,,
,ANZ-Brand-019-48-MortgagesTVC_Matrix,,1,1,3,,
,ANZÐBrand-020-33-ExtendedHours,,1,1,3,,
,ANZ-Brand-021-17-Security,,1,1,3,,
,ANZ-Brand-022-22-CustomerSatisfaction,,1,1,3,,
,ANZ-Brand-023-00-Transparency,,1,1,3,,
,ANZ-Brand-024-27-Security_Matrix,,1,1,3,,
,ANZ-Brand-025-00-CustomerSatisfaction_Matrix,,1,1,3,,
,ANZ-Brand-026-00-Transparency_Matrix,,1,1,3,,
,ANZ-Brand-027-45-NetballHighlights,,1,1,3,,
,ANZ-Brand-028-15-HLOTY_2010,,1,1,3,,
,ANZ-Brand-028-15-HLOTY_2010(2),,1,1,3,,
,ANZ-Brand-029-10-ProofPoint_SmallBusiness,,1,1,3,,
,ANZ-Brand-030-20-ProofPoint_CallCentre,,1,1,3,,
,ANZ-Brand-031-20-ProofPoint_MobileBanking,,1,1,3,,
,ANZ-Brand-032-10-ProofPoint_RBS,,1,1,3,,
,ANZ-Brand-033-30-ZooMonth2010,,1,1,3,,
,ANZ-Brand-034-12-ProofPoint_SmallBusiness_Matrix,,1,1,3,,
,ANZ-Brand-035-19-ProofPoint_CallCentre_Matrix,,1,1,3,,
,ANZ-Brand-036-20-ProofPoint_MobileBanking_Matrix,,1,1,3,,
,ANZ-Brand-037-10-ProofPoint_RBS_Matrix,,1,1,3,,
,ANZ-Brand-038-00-AgriSpecialist,,1,1,3,,
,ANZ-Brand-039-XX-175Years,,1,1,3,,
,ANZ-Brand-040-XX-FestiveSeason2010,,1,1,3,,
,ANZ-Brand-041-XX-175Years_Prospect,,1,1,3,,
,ANZ-Brand-042-XX-175Years_Matrix,,1,1,3,,
,ANZ-Brand-043-XX-AustralianOpen2011,,1,1,3,,
,ANZ-Brand-044-19-SydneyFestival2011,,1,1,3,,
,ANZ-Brand-045-XX-175Years_Chinese,,1,1,3,,
,ANZ-Brand-046-XX-SamStosur_OneDay,,1,1,3,,
,ANZ-Brand-047-21-SBS,,1,1,3,,"A-Z Review concept for prospect, to replace older proofpoint"
,ANZ-Brand-048-00-SuperRegional2011,,1,1,3,,
,ANZ-Brand-049-00-NetballHighlights2011,,1,1,3,,
,ANZ-Brand-050-00-Archibald,,1,1,3,,
,ANZ-Brand-051-Master_A-Z Review,,1,1,3,,
,ANZ-Brand-052-Master_goMoney,,1,1,3,,
,ANZ-Brand-053-Master_A-Z Review_Matrix,,1,1,3,,
,ANZ-Brand-054-Master_goMoney_Matrix,,1,1,3,,
,ANZ-Brand-055-19-ProofPoint_CallCentre_Matrix,,1,1,3,,
,,,1,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
